Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI,cell_line,expression_system,detection_tech,group_m1,DOI_clean,group_m2,group_m1_size
CHEMBL4589982,176125,,0,Human,Binding,Ki,=,"380,00",6.42,-25,3,Displacement of [3H] Spiperone from human D2S receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"495,2",9,2,4,"4,91",O=C(NCCCN1CCN(c2ccc(Cl)cc2)CC1)NN(Cc1ccc(F)cc1)c1ccccc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4590085,176133,,0,Human,Binding,Kd,=,"52,48",7.28,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"393,1",6,1,3,"4,57",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccc(F)c1F,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4590085,176133,,0,Human,Binding,Ki,=,"46,77",7.33,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"393,1",6,1,3,"4,57",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccc(F)c1F,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4590192,176136,,0,Human,Binding,Ki,=,"99,70",7.0,-245,2,"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis",ChEMBL,"487,2",8,1,4,"5,77",O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc(-c2ccsc2)cc1,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.07.020,1290
CHEMBL4591250,176193,,0,Human,Binding,Ki,=,"95,00",7.02,-16,3,Displacement of [3H]raclopride from human recombinant dopamine D2 long receptor expressed in CHO-K1 cells incubated for 120 mins by scintillation counting analysis,ChEMBL,"385,2",5,0,4,"2,97",CCCN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1,https://dx.doi.org/10.1016/j.bmcl.2016.07.055,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.bmcl.2016.07.055,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2016.07.055,294
CHEMBL4591410,176202,,0,Human,Binding,Ki,=,"1730,00",5.76,-61,5,Displacement of [3H]-raclopride from human D2R expressed in HEK293 cells after 1 hr by microbeta plate reader analysis,ChEMBL,"336,2",7,3,4,"3,49",COc1ccc2[nH]cc(CCNCc3ccc(-c4cn[nH]c4)o3)c2c1,https://dx.doi.org/10.1016/j.ejmech.2019.111857,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111857,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111857,1290
CHEMBL4591440,176204,,0,Human,Binding,Ki,=,"217,00",6.66,-95,5,Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells incubated for 1 hr by liquid scintillation counting method,ChEMBL,"528,3",9,2,5,"5,17",COc1ccc2[nH]cc(C3CCN(CCCCN4C(=O)CC(c5c[nH]c6ccc(OC)cc56)C4=O)CC3)c2c1,https://dx.doi.org/10.1016/j.ejmech.2019.111736,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111736,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111736,1290
CHEMBL4591554,176210,,0,Human,Binding,Ki,=,"286,00",6.54,-1,2,Displacement of [3H]spiperone from human D2S receptor expressed in CHO-K1 cells by radioligand competitive binding analysis,ChEMBL,"347,1",2,2,3,"3,63",CN1CCc2cc(O)c(O)cc2C1Cc1ccccc1Br,https://dx.doi.org/10.1021/acs.jnatprod.9b00921,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jnatprod.9b00921,human|binding|chembl|https://dx.doi.org/10.1021/acs.jnatprod.9b00921,353
CHEMBL4591554,176210,,0,Human,Binding,Ki,=,"288,40",6.54,-1,2,Displacement of [3H]spiperone from human D2S receptor expressed in CHO-K1 cells by radioligand competitive binding analysis,ChEMBL,"347,1",2,2,3,"3,63",CN1CCc2cc(O)c(O)cc2C1Cc1ccccc1Br,https://dx.doi.org/10.1021/acs.jnatprod.9b00921,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jnatprod.9b00921,human|binding|chembl|https://dx.doi.org/10.1021/acs.jnatprod.9b00921,353
CHEMBL4591878,176225,,0,Human,Binding,Ki,=,"329,00",6.48,-2,4,Displacement of [3H]-raclopride from human D2L receptor expressed in human HEK293 cells incubated for 1 hr by radioligand binding assay,ChEMBL,"350,1",4,1,7,"2,15",CN1CCN(c2nc(N)nc(CSc3ccccc3Cl)n2)CC1,https://dx.doi.org/10.1016/j.ejmech.2019.06.022,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.022,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.022,1290
CHEMBL4592256,176242,,0,Human,Binding,Ki,=,"8710,00",5.06,-63,4,Displacement of [3H] raclopride from human recombinant D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method,ChEMBL,"279,1",2,1,2,"4,07",CCn1cncc1-c1c[nH]c2ccc(C(F)(F)F)cc12,https://dx.doi.org/10.1016/j.ejmech.2019.03.017,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1016/j.ejmech.2019.03.017,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.03.017,356
CHEMBL4592941,176267,,0,Human,Binding,Ki,=,"239,00",6.62,-18,5,Displacement of [3H]raclopride from full length human cloned D2L receptor expressed in HEK293 cells incubated for 1 hr by radioligand displacement assay,ChEMBL,"428,2",8,0,6,"2,61",O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2019.126667,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1016/j.bmcl.2019.126667,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.126667,356
CHEMBL459350,176294,,0,Human,Binding,Ki,=,"101,00",7.0,-371,6,Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells,ChEMBL,"494,3",10,0,3,"6,99",CN(CCC=C1c2ccccc2CCc2ccccc21)Cc1ccc(OCCCN2CCCCC2)cc1,https://dx.doi.org/10.1016/j.bmcl.2008.09.012,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2008.09.012,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2008.09.012,1873
CHEMBL4593671,176298,,0,Human,Binding,Ki,=,"571,00",6.24,-8,5,Displacement of [3H]-raclopride from human D2R expressed in HEK293 cells after 1 hr by microbeta plate reader analysis,ChEMBL,"380,1",7,2,3,"5,42",COc1ccc2[nH]cc(CCNCc3ccc(-c4ccc(Cl)cc4)o3)c2c1,https://dx.doi.org/10.1016/j.ejmech.2019.111857,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111857,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111857,1290
CHEMBL459373,176304,,0,Human,Binding,Ki,=,"41,00",7.39,-33,6,Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells,ChEMBL,"535,2",11,0,5,"7,72",CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(OCCCN2CCCCC2)cc1,https://dx.doi.org/10.1016/j.bmcl.2008.09.012,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2008.09.012,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2008.09.012,1873
CHEMBL4594629,176326,,0,Human,Binding,Ki,=,"3162,00",5.5,-40,2,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"418,1",4,1,4,"3,93",COc1ccc2c(c1)c(-c1[nH]c3cccc[n+]3c1C)cn2S(=O)(=O)c1ccccc1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4594758,176347,,0,Human,Binding,Ki,=,"794,00",6.1,-56,4,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"352,1",3,2,5,"3,16",Cc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4594878,176355,,0,Human,Binding,Ki,=,"1585,00",5.8,-54,4,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"366,1",4,2,5,"3,41",CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4594879,176356,,0,Human,Binding,Ki,=,"1175,00",5.93,-147,4,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"402,1",3,2,5,"4,31",Cc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2cccc3ccccc23)c2ccccc12,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4595069,176382,,0,Human,Binding,Ki,=,"336,00",6.47,-2,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"483,2",8,0,4,"5,38",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595115,176389,,0,Human,Binding,Ki,=,"927,00",6.03,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"517,2",8,0,4,"5,75",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595236,176410,,0,Human,Binding,Ki,=,"945,00",6.03,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"481,2",8,0,3,"6,20",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595274,176418,,0,Human,Binding,Ki,=,"496,00",6.3,-9,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"481,2",8,0,3,"6,20",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595453,176437,,0,Human,Binding,Ki,=,"204,00",6.69,3,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"491,2",8,0,3,"5,95",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Br)cc2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595569,176450,,0,Human,Binding,Ki,=,"142,00",6.85,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"483,2",8,0,4,"5,38",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2Cl)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595674,176461,,0,Human,Binding,Ki,=,"1622,00",5.79,-85,3,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"396,1",5,2,6,"3,42",CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4595675,176462,,0,Human,Binding,Ki,=,"3981,00",5.4,-117,3,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"338,1",3,2,5,"2,85",Nc1ncc(-c2cccc3c2ccn3S(=O)(=O)c2ccccc2)[nH]1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4595677,176463,,0,Human,Binding,Ki,=,"304,00",6.52,-2,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"517,2",8,0,4,"5,75",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4595815,176479,,0,Human,Binding,Ki,=,"7079,00",5.15,-794,2,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"386,1",4,2,6,"3,00",COc1ccc2c(c1)c(-c1cnc(N)[nH]1)cn2S(=O)(=O)c1cccc(F)c1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4596261,176541,,0,Human,Binding,Ki,=,"246,00",6.61,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"481,2",8,0,3,"6,49",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4596298,176545,,0,Human,Binding,Ki,=,"1230,00",5.91,-13,3,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"422,1",4,1,7,"3,87",COc1ccc2c(c1)c(-c1nc3n(c1C)CCCN3)cn2S(=O)(=O)c1ccccc1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4596543,176574,,0,Human,Binding,Ki,=,"1202,00",5.92,-602,4,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"368,1",4,2,6,"2,86",COc1ccc2c(c1)c(-c1cnc(N)[nH]1)cn2S(=O)(=O)c1ccccc1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4596544,176575,,0,Human,Binding,Ki,=,"161,00",6.79,3,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"481,2",8,0,3,"6,20",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2C(F)(F)F)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4596654,176590,,0,Human,Binding,Ki,=,"90,00",7.05,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"467,2",8,0,4,"4,87",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2F)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4596888,176614,,0,Human,Binding,Ki,=,"220,00",6.66,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"517,1",8,0,4,"6,04",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4597000,176626,,0,Human,Binding,Ki,=,"197,00",6.71,-1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"447,2",8,0,3,"5,84",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4597227,176655,,0,Human,Binding,Ki,=,"87,00",7.06,-8,5,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"338,1",3,2,5,"2,85",Nc1ncc(-c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)[nH]1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4597228,176656,,0,Human,Binding,Ki,=,"58,00",7.24,1,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"447,2",8,0,3,"5,84",O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2Cl)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4597600,176700,,0,Human,Binding,Ki,=,"2344,00",5.63,-263,4,Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method,ChEMBL,"432,1",4,2,6,"4,32",COc1ccc2c(c1)c(-c1[nH]c(N)nc1C)cn2S(=O)(=O)c1ccc2ccccc2c1,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.001,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.001,1290
CHEMBL4598088,176761,,0,Human,Binding,Ki,=,"121,00",6.92,-2,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"483,2",8,0,4,"5,38",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
CHEMBL4598089,176762,,0,Human,Binding,Ki,=,"254,00",6.59,-3,5,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader method,ChEMBL,"517,1",8,0,4,"6,04",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1,https://dx.doi.org/10.1016/j.bmc.2019.06.028,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2019.06.028,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2019.06.028,1290
