Common name,Smiles,Activity Type,p-value (-log)
CHEMBL4852808,COc1ccc(Cl)cc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2,Ki,7.49
CHEMBL566508,CSc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,Ki,7.49
CHEMBL3647689,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](Cc2ccc(O)cc2)NC(=O)C[S+]([O-])C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,Ki,7.49
CHEMBL3220214,Cc1nc2c(o1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,Ki,7.49
CHEMBL3676854,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccccc1,Ki,7.49
CHEMBL4776225,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12,Ki,7.49
CHEMBL86504,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,Ki,7.49
CHEMBL4446597,O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1,Ki,7.49
CHEMBL2334893,COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3CN1CC2)OCO4,Ki,7.49
CHEMBL3102875,CC(=O)c1ccc2c(c1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,Ki,7.49
CHEMBL4750664,Cc1cccc(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)c1,Ki,7.5
CHEMBL4784751,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)[C@H]4[C@H]5CC[C@H](C5)[C@H]4C3=O)CC2)CCc2ccc(Cl)cc21,Ki,7.5
CHEMBL185436,c1ccc(-c2nc3cc(CCN4CCN(c5ccccc5)CC4)ccc3[nH]2)cc1,Ki,7.5
CHEMBL294515,N#Cc1ccc2c(c1)[C@@H]1CN(Cc3ccccc3)C[C@H]1CO2,Ki,7.5
CHEMBL370359,Clc1ccc2[nH]cc(CCCN3CCN(c4cccc5c4OCCO5)CC3)c2c1,Ki,7.5
CHEMBL5185787,O=c1n(CCCCCCN2CCN(c3cccc4ccccc34)CC2)nc2ccccn12,Ki,7.5
CHEMBL3647682,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2F)NC1=O,Ki,7.5
CHEMBL1803053,CCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,Ki,7.5
CHEMBL1223681,Cc1ccccc1N1CCN(CCCCNc2ccccn2)CC1,Ki,7.5
CHEMBL3588913,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc4ccccc4c3)nn2)CC1,Ki,7.5
apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Ki,7.5
CHEMBL2159455,O=S(=O)(NCC1CCN(CCOc2ccccc2-c2ccccc2)CC1)c1ccc(Cl)s1,Ki,7.5
CHEMBL3775534,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(C#N)c4)C3C2)n1C,Ki,7.5
CHEMBL3774425,Cn1c(SCCCN2CC3CCN(c4cccc(C(F)(F)F)c4)C3C2)nnc1-c1cnccn1,Ki,7.5
CHEMBL324044,CCN(Cc1ccc(OC)c(OC)c1)Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1,Ki,7.5
CHEMBL126749,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc3ccccc3c2)CC1,Ki,7.5
CHEMBL2219582,COc1ccc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OS(C)(=O)=O)cc4CC3)CC2)cc1,Ki,7.5
CHEMBL564930,CC1(C)[C@H]2CC[C@]1(C)CN(CCN1CCN(c3cccc(Cl)c3)C1=O)C2,Ki,7.5
CHEMBL243955,CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,Ki,7.5
CHEMBL2397479,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,Ki,7.5
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,7.5
CHEMBL2334893,COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3CN1CC2)OCO4,Ki,7.5
CHEMBL340851,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(OCc3ccccc3)cc2)CC1,Ki,7.5
CHEMBL3774621,Cn1c(SCCCN2CC3CCN(c4ccccc4OC(F)(F)F)C3C2)nnc1-c1cnccn1,Ki,7.5
CHEMBL230069,Cc1cc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)ccc1-c1ccc(Cl)cc1,Ki,7.5
CHEMBL5085974,CN(C)C(=O)C(CCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,Ki,7.5
CHEMBL1739964,O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCOCCOCCF)cc1,Ki,7.5
CHEMBL4470231,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccc(Cl)cc2)CC1,Ki,7.5
CHEMBL1928127,COc1ccccc1N1CCN(CCCNC(=O)c2ccc(COCCOCCOCCOCCOCCOCc3ccc(C(=O)NCCCN4CCN(c5ccccc5OC)CC4)cc3)cc2)CC1,Ki,7.5
CHEMBL1256171,O=C(NCCCCN1CCN(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,Ki,7.5
CHEMBL231334,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,Ki,7.5
CHEMBL1928135,CCOCCOCc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,Ki,7.5
CHEMBL3647688,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCC[S@@+]([O-])C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Ki,7.5
CHEMBL413275,CC(=O)Nc1ccc(CN2C[C@H]3COc4ccc(C#N)cc4[C@@H]3C2)cc1,Ki,7.5
CHEMBL2207486,CCCN1CCC(c2cn(C)c3ccc(F)cc23)CC1,Ki,7.5
CHEMBL194659,CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,Ki,7.5
CHEMBL362101,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)s1,Ki,7.5
S33084,N#Cc1ccc2c(c1)[C@H]1CN(CCCCNC(=O)c3ccc(-c4ccccc4)cc3)C[C@@H]1CO2,Ki,7.5
CHEMBL51433,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,Ki,7.5
CHEMBL291417,Clc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2,Ki,7.5
CHEMBL418671,CC(=O)Nc1ccc(CCN2C[C@@H]3c4cc(C#N)ccc4OC[C@H]3C2)cc1,Ki,7.5
CHEMBL15242,CN1CCN(c2nc3ccccc3c(Cl)c2Sc2ccccc2)CC1,Ki,7.51
CHEMBL4636031,O=S(=O)(NCCCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2ccccc12,Ki,7.51
CHEMBL3139554,Oc1ccc2c(c1)O[C@@H](CNCc1cccc(I)c1)CC2,Ki,7.51
CHEMBL3409243,NC(=O)c1ccccc1OCCCN1CC=C(c2cn(Cc3ccccc3)c3ccccc23)CC1,Ki,7.51
CHEMBL5417227,CCOc1cccc2cc(CNCCCCOc3ccc4scnc4c3)oc12,Ki,7.51
CHEMBL240584,COc1ccccc1N1CCN(CCCCCNC(=O)c2cccc(C#Cc3ccccc3)c2)CC1,Ki,7.51
CHEMBL194493,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc([N+](=O)[O-])cc1,Ki,7.51
raclopride,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,Ki,7.51
CHEMBL4759730,CN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,Ki,7.51
CHEMBL1259189,CC(C)C(=O)NCc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,Ki,7.51
CHEMBL5394431,COc1ccccc1N1CCN(CCCNC(=O)Nc2ccc(F)cc2-c2ccccc2)CC1,Ki,7.51
CHEMBL234681,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,Ki,7.51
CHEMBL168051,CNc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,Ki,7.51
CHEMBL4641296,O=S(=O)(NCCCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccccc1,Ki,7.51
CHEMBL3353895,COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3)nn2)CC1,Ki,7.51
CHEMBL3318837,O=C(CCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,7.51
CHEMBL2037522,c1ccc2c(c1)CCN(CCCCc1nc3ccccc3s1)C2,Ki,7.51
CHEMBL210404,COc1ccccc1N1CCN(Cc2cnn(-c3ccccn3)c2)CC1,Ki,7.51
CHEMBL367720,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccncc1,Ki,7.51
CHEMBL4463200,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,7.52
CHEMBL370713,COc1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,Ki,7.52
CHEMBL4876116,COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1,Ki,7.52
CHEMBL2165139,Clc1cccc(N2CCN(CCCOc3ccc4scnc4c3)CC2)c1Cl,Ki,7.52
CHEMBL3335470,N#Cc1cc(N2CCN(CC[C@H]3CC[C@H](NC(N)=O)CC3)CC2)cc(C(F)(F)F)c1,Ki,7.52
CHEMBL139600,COc1ccccc1N1CCN(CCCCCNC(=O)c2cnn3ccccc23)CC1,Ki,7.52
CHEMBL3287391,Clc1cccc(N2CCN(CCCCOc3cccn4nccc34)CC2)c1Cl,Ki,7.52
CHEMBL43475,CCCN(CCC)[C@@H]1CCc2cccc(O)c2[C@@H]1C,Ki,7.52
CHEMBL5080719,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccccc3o2)CN1CCCc1noc2cc(F)ccc12,Ki,7.52
CHEMBL3265047,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCOCCOCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)[C@@H](C)CC)C2=O)cc(OC)c1OC,Ki,7.52
CHEMBL521687,CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(OS(C)(=O)=O)cc2)CC1,Ki,7.52
CHEMBL5417227,CCOc1cccc2cc(CNCCCCOc3ccc4scnc4c3)oc12,Ki,7.52
CHEMBL1256170,O=C(CCCN1CCC(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,Ki,7.52
CHEMBL428561,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)ccc1OC,Ki,7.52
CHEMBL3647681,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2cccc(F)c2)NC1=O,Ki,7.52
CHEMBL4093971,O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Ki,7.52
CHEMBL3698021,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,Ki,7.52
CHEMBL3289983,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1,Ki,7.52
CHEMBL4555890,CCOc1ccccc1N1CCN(CCCCCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,Ki,7.52
CHEMBL262724,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2n1,Ki,7.53
CHEMBL4440708,OC1(c2ccc(Cl)cc2)CCN(CC/C=C\c2ccc(F)cc2)CC1,Ki,7.53
CHEMBL3084513,O[C@]1(c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H](C1)N2Cc1csc2ccccc12,Ki,7.53
CHEMBL476935,O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,7.53
CHEMBL4537230,OC1(c2ccc(Cl)cc2)CCN(CC[C@H]2C[C@H]2c2ccc(F)cc2)CC1,Ki,7.53
CHEMBL400827,Cn1cc(CN2CCC(O)(c3ccc(Cl)cc3)CC2)c2ccccc21,Ki,7.53
CHEMBL4440301,CCCCN1CCN(c2cc(CC)cc(Cl)c2OC)CC1,Ki,7.53
CHEMBL3139455,Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1I)CC2,Ki,7.53
CHEMBL4540218,Cc1cc(C(N)=O)c(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)o1,Ki,7.53
CHEMBL2029929,O=C(Nc1cccnc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,Ki,7.53
CHEMBL3676903,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc2c(c1)OCO2,Ki,7.54
CHEMBL5429826,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1ccnc2ccccc12,Ki,7.54
CHEMBL1187785,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3-c2ccc3ccccc3c2)c1,Ki,7.54
CHEMBL3287398,O=Cc1cnn2cccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c12,Ki,7.54
CHEMBL4085752,O/N=C/c1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCCO5)CC3)cc12,Ki,7.54
CHEMBL213577,Clc1ccc2c(c1)N=C(N1CCN(Cc3ccc4c(c3)OCCO4)CC1)c1ccccc1N2,Ki,7.54
CHEMBL3647677,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,Ki,7.54
CHEMBL3344462,CCC(C)Cc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,Ki,7.54
CHEMBL197162,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)nc1,Ki,7.54
CHEMBL163904,Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCC3,Ki,7.54
CHEMBL4540218,Cc1cc(C(N)=O)c(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)o1,Ki,7.54
CHEMBL4239705,O=S(=O)(c1cncc2ccccc12)N1CC[C@@H]1CCN1CCN(c2cccc3sccc23)CC1,Ki,7.54
CHEMBL191855,Nc1cccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)c1,Ki,7.54
CHEMBL3139554,Oc1ccc2c(c1)O[C@@H](CNCc1cccc(I)c1)CC2,Ki,7.54
CHEMBL1928133,CCOCCOc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,Ki,7.54
CHEMBL94811,N#Cc1cccc([C@@H]2CCCN(CCCc3ccccc3)C2)c1,Ki,7.54
CHEMBL3409245,NC(=O)c1ccccc1OCCCN1CCC(c2cn(Cc3ccccc3)c3ccccc23)CC1,Ki,7.54
CHEMBL370659,CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4noc5ccccc45)CC3)c21,Ki,7.54
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,7.55
CHEMBL208274,COc1ccccc1N1CCN(Cc2cn3cc(C)cc(-c4ccccc4)c3n2)CC1,Ki,7.55
CHEMBL2336893,c1ccc(-n2cc(CN3CCN(c4cc5ccc4CCc4ccc(cc4)CC5)CC3)cn2)cc1,Ki,7.55
CHEMBL179053,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(I)c1,Ki,7.55
CHEMBL390253,O=C(NCC(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,Ki,7.55
CHEMBL3084971,c1ccc(N2CCN(CC[C@H]3CC[C@@H](Nc4ncccn4)CC3)CC2)cc1,Ki,7.55
CHEMBL181898,Oc1nc2cc(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc2[nH]1,Ki,7.55
CHEMBL241973,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,Ki,7.55
CHEMBL378455,C1=C(c2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)C1,Ki,7.55
tandospirone,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,Ki,7.55
CHEMBL3265046,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)[C@@H](C)CC)C2=O)cc(OC)c1OC,Ki,7.55
CHEMBL43819,CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1,Ki,7.55
CHEMBL70565,CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21,Ki,7.55
CHEMBL168611,CCC[C@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,Ki,7.55
CHEMBL4439795,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1,Ki,7.55
CHEMBL4760903,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,Ki,7.55
CHEMBL2298807,O=c1[nH]c2ccc(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2[nH]c1=O,Ki,7.55
CHEMBL104751,COc1ccc(Cl)cc1CN1CCN(CC(=O)N2c3ccccc3C[C@H]2C)CC1,Ki,7.55
CHEMBL566396,O=c1[nH]c2cccc(OCC3CCN(CC4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1,Ki,7.55
CHEMBL354180,CNc1cc(OC)c(C(=O)NC[C@@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,Ki,7.55
CHEMBL433376,Cc1oc(C)c2c1CCCc1cnn(C)c1-2,Ki,7.55
CHEMBL3676875,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CC1(F)F,Ki,7.55
CHEMBL209876,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3ccc2CCc2ccc(cc2)CC3)CC1,Ki,7.55
CHEMBL1180436,COc1ccccc1N1CCN(Cc2ccccc2CNC(=O)c2ccc3ccccc3c2)CC1,Ki,7.55
CHEMBL3676914,Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4coc5ccccc45)CC3)CC2)cn1,Ki,7.55
CHEMBL296512,Fc1ccc(-c2[nH]c3cc(F)ccc3c2C2CCCNC2)cc1,Ki,7.55
ZICRONAPINE,CN1CCN([C@@H]2C[C@@H](c3ccccc3)c3ccc(Cl)cc32)CC1(C)C,Ki,7.55
apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Ki,7.55
CHEMBL3265041,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)N[C@H](C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CO)C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N3CCC[C@H]3C(=O)O)C(C)C)[C@@H](C)O)C2=O)cc(OC)c1OC,Ki,7.56
CHEMBL4864436,COc1ccc(F)cc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2,Ki,7.56
CHEMBL156689,CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2ccc(O)cc2C1,Ki,7.56
CHEMBL4521947,CCc1cc(Cl)c(OC)c(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)c1,Ki,7.56
CHEMBL4853938,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCCNC(=O)c2cc3ccccc3o2)c1O,Ki,7.56
CHEMBL127400,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3cn2)CC1,Ki,7.56
CHEMBL1200302,OC1(c2ccc(Br)cc2)CCN(Cc2c[nH]c3cccc(OCCF)c23)CC1,Ki,7.56
CHEMBL1739963,O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1,Ki,7.56
CHEMBL1258648,O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,Ki,7.56
CHEMBL3265314,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)[C@@H](C)CC)C2=O)cc(OC)c1OC,Ki,7.56
PRECLAMOL,CCCN1CCC[C@@H](c2cccc(O)c2)C1,Ki,7.57
CHEMBL1259173,CC(=O)NCc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,Ki,7.57
CHEMBL428197,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(F)cc3)CC2)CC1,Ki,7.57
CHEMBL325710,CCCN(CCC)C1Cc2cc3nc(N)sc3cc2C1,Ki,7.57
CHEMBL201270,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-n3ccnc3)cc2)CC1,Ki,7.57
CHEMBL3290013,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccc(Cl)cc2s1,Ki,7.57
CHEMBL4476432,CCOc1ccccc1N1CCN(CCCCCCN2C(=O)c3cccc4cccc(c34)C2=O)CC1,Ki,7.57
CHEMBL217964,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3cccc(F)n3)cc2)CC1,Ki,7.57
CHEMBL3289948,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1,Ki,7.57
CHEMBL103857,CCCN(CCC)C1CCc2ccsc2C1,Ki,7.57
CHEMBL3318842,O=C(CCCCCCCCCCCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,7.57
CHEMBL5272965,CC1Cc2ccccc2N1C(=O)NCCCCN(C)[C@H]1Cc2cccc3[nH]c(=O)n(c23)C1,Ki,7.57
CHEMBL3289965,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12,Ki,7.57
thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Ki,7.57
CHEMBL3289946,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,Ki,7.57
CHEMBL1739996,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OCCF)cc2)CC1,Ki,7.57
CHEMBL400235,CCCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,Ki,7.57
CHEMBL5402212,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C(F)(F)F)n3)CC2)CC1,Ki,7.57
CHEMBL3423339,Cc1cccc(N2CCN(CCCCn3c(C)cn4c5c(=O)n(C)c(=O)n(C)c5nc34)CC2)c1C,Ki,7.57
CHEMBL376092,COc1ccccc1C1CCN(CNC(=O)c2cccc(C)c2)CC1,Ki,7.57
CHEMBL338606,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(F)cc2)CC1,Ki,7.57
CHEMBL394292,C#Cc1ccc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,Ki,7.57
CHEMBL240584,COc1ccccc1N1CCN(CCCCCNC(=O)c2cccc(C#Cc3ccccc3)c2)CC1,Ki,7.57
CHEMBL4552542,COc1cccc(CN2CC=C(c3c[nH]c4ccccc34)CC2)c1,Ki,7.57
CHEMBL4645525,O=S(=O)(NCCCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,Ki,7.57
CHEMBL3321791,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1cccc(F)c1,Ki,7.57
CHEMBL182379,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(I)ccc3o2)CC1,Ki,7.57
